,id,Hull Volume,Hull Volume 1-2,Hull Volume 1-3,Hull Volume 2-3,Hull Volume Per Atom,Hull Volume 1-2 Per Atom,Hull Volume 1-3 Per Atom,Hull Volume 2-3 Per Atom,Unique 1,Unique 2,Unique 3,Clusters,Clusters Per Atom,Clusters 1-2,Clusters 1-3,Clusters 2-3,Clusters 1-2 Per Atom,Clusters 1-3 Per Atom,Clusters 2-3 Per Atom
0,2287,464.42257475115423,116.54920896317027,101.48965135172962,23.761264746343507,5.805282184389428,1.4568651120396283,1.2686206418966202,0.29701580932929383,40,4,40,29,0.3625,13,40,5,0.1625,0.5,0.0625
0,2288,547.2497522710881,98.09105507469697,85.3193742078497,88.47700909721237,6.840621903388602,1.2261381884337121,1.0664921775981213,1.1059626137151546,77,72,67,35,0.4375,49,54,58,0.6125,0.675,0.725
0,2289,161.86797585050283,139.51547566567638,26.093146683730815,16.349320407187577,4.046699396262571,3.4878868916419092,0.6523286670932704,0.40873301017968944,40,40,37,9,0.225,39,19,28,0.975,0.475,0.7
0,229,261.6166810163888,69.94357705001146,53.63588847609893,38.6317475233219,6.540417025409719,1.7485894262502863,1.3408972119024731,0.9657936880830474,40,39,40,26,0.65,35,34,31,0.875,0.85,0.775
0,2290,170.57669037390744,140.96499289361506,28.038325257666735,15.692402506099628,4.264417259347686,3.5241248223403767,0.7009581314416684,0.3923100626524907,40,40,37,19,0.475,39,19,25,0.975,0.475,0.625
0,2291,500.1646536421329,92.38228764078511,83.54879519331118,79.88190449082774,6.252058170526661,1.1547785955098138,1.0443599399163896,0.9985238061353467,77,78,62,51,0.6375,53,1,46,0.6625,0.0125,0.575
0,2292,188.8409962919249,73.70517979966928,50.02103476852133,20.262771955995937,6.294699876397497,2.4568393266556425,1.6673678256173778,0.6754257318665312,30,30,9,21,0.7,29,24,19,0.9666666666666667,0.8,0.6333333333333333
0,2293,586.6710068207807,107.27536571021055,98.79970262648825,87.40574324071203,7.333387585259759,1.3409420713776319,1.2349962828311032,1.0925717905089003,79,72,73,49,0.6125,58,1,52,0.725,0.0125,0.65
0,2294,533.5080763210955,96.44268218664551,85.37787356190276,86.29914010352573,6.668850954013694,1.205533527333069,1.0672234195237844,1.0787392512940717,76,64,73,42,0.525,50,58,57,0.625,0.725,0.7125
0,2295,297.10148242819787,75.77369179130234,58.55302766264789,42.176461504265305,7.427537060704947,1.8943422947825586,1.4638256915661974,1.0544115376066325,40,40,40,30,0.75,35,34,32,0.875,0.85,0.8
0,2296,606.1037711816638,105.00391971145862,94.13106521028097,92.57483986122523,7.576297139770797,1.3125489963932329,1.176638315128512,1.1571854982653154,77,74,48,59,0.7375,51,61,49,0.6375,0.7625,0.6125
0,2297,450.99266755991744,115.80464821758696,99.66634867669318,22.84737511802449,5.637408344498968,1.447558102719837,1.2458293584586646,0.28559218897530614,40,4,38,43,0.5375,13,40,6,0.1625,0.5,0.075
0,2298,156.9966763046258,65.54347418262196,44.43465994733365,17.728610661826863,5.233222543487527,2.1847824727540655,1.4811553315777883,0.5909536887275622,30,30,9,22,0.7333333333333333,29,24,16,0.9666666666666667,0.8,0.5333333333333333
0,2299,58.04983417277019,43.71746469879645,18.314363748940018,6.993283208371498,2.9024917086385096,2.185873234939822,0.9157181874470008,0.3496641604185749,20,20,2,14,0.7,19,6,3,0.95,0.3,0.15
0,23,159.5274465135649,66.30898976215482,44.87942917055818,17.912110106929838,5.3175815504521635,2.210299658738494,1.4959809723519395,0.5970703368976612,30,30,9,15,0.5,29,24,17,0.9666666666666667,0.8,0.5666666666666667
0,230,460.5530212749734,115.32209391623711,100.94285135681473,23.792117088950935,5.756912765937168,1.441526173952964,1.261785641960184,0.2974014636118867,40,4,40,31,0.3875,15,40,5,0.1875,0.5,0.0625
0,2300,492.21604978405463,119.22522064158768,105.19675877054063,25.334300887832903,6.152700622300683,1.490315258019846,1.3149594846317578,0.31667876109791127,40,4,40,7,0.0875,7,40,5,0.0875,0.5,0.0625
0,2301,487.05074406086106,118.8750576808556,104.52165370419578,24.9970463258674,6.088134300760763,1.485938221010695,1.3065206713024473,0.31246307907334253,40,4,40,20,0.25,15,40,7,0.1875,0.5,0.0875
0,2302,510.83886108536086,122.14070970594561,107.67867683254326,26.028849854357805,6.385485763567011,1.52675887132432,1.3459834604067908,0.32536062317947256,40,4,38,13,0.1625,10,40,5,0.125,0.5,0.0625
0,2303,500.0946540077466,121.12509822400455,106.27842395310059,25.424866304105024,6.251183175096832,1.5140637278000568,1.3284802994137572,0.3178108288013128,40,4,42,18,0.225,10,40,6,0.125,0.5,0.075
0,2304,457.1753478891672,154.96685023920145,106.84420083727076,23.435012141297598,5.71469184861459,1.9370856279900182,1.3355525104658845,0.29293765176622,79,80,71,8,0.1,48,50,12,0.6,0.625,0.15
0,2305,591.8472465361224,180.9753855350001,124.81787759173045,28.817928421514548,7.3980905817015294,2.262192319187501,1.5602234698966306,0.36022410526893184,79,80,75,12,0.15,50,53,12,0.625,0.6625,0.15
0,2306,681.1297034675031,118.83866936836893,109.09133541464091,95.53089218741047,8.514121293343788,1.4854833671046115,1.3636416926830113,1.1941361523426308,78,79,78,44,0.55,59,59,50,0.7375,0.7375,0.625
0,2307,168.10702922023054,68.46857737505952,46.41693108591355,18.627557178807148,5.603567640674352,2.282285912501984,1.5472310361971184,0.620918572626905,30,30,10,20,0.6666666666666666,29,24,18,0.9666666666666667,0.8,0.6
0,2308,294.2756957656137,75.32710726052626,58.16522586274638,41.89820924943267,7.356892394140343,1.8831776815131565,1.4541306465686596,1.0474552312358167,40,39,39,21,0.525,35,37,32,0.875,0.925,0.8
0,2309,703.9641130969014,116.02120116426559,102.92861704557593,103.43749718844123,8.799551413711267,1.4502650145533198,1.2866077130696991,1.2929687148555153,74,68,40,38,0.475,51,52,62,0.6375,0.65,0.775
0,231,238.42319607855163,87.27646126306607,59.45189542083753,25.17145352911528,5.960579901963791,2.1819115315766515,1.4862973855209383,0.6292863382278819,40,40,36,30,0.75,30,34,26,0.75,0.85,0.65
0,2310,254.71447871408498,68.65277168511173,52.706104150213626,37.94120824351809,6.367861967852124,1.7163192921277932,1.3176526037553407,0.9485302060879522,40,40,40,30,0.75,35,34,32,0.875,0.85,0.8
0,2311,151.51203942513126,64.06742904283637,43.43439102271061,17.28081436883714,5.050401314171042,2.1355809680945455,1.4478130340903534,0.5760271456279047,30,30,9,18,0.6,29,24,14,0.9666666666666667,0.8,0.4666666666666667
0,2312,146.1563164481899,62.60804159448174,42.44540070909954,16.838797313937913,4.871877214939663,2.086934719816058,1.4148466903033179,0.5612932437979304,30,30,9,21,0.7,29,24,17,0.9666666666666667,0.8,0.5666666666666667
0,2313,535.7821892989866,96.71645002029844,85.3613588315728,86.72088472437663,6.697277366237333,1.2089556252537306,1.06701698539466,1.0840110590547078,79,72,71,34,0.425,37,53,61,0.4625,0.6625,0.7625
0,2314,726.6942268424784,118.50525978223304,102.44827587459262,106.74240999357406,9.083677835530981,1.481315747277913,1.2806034484324078,1.3342801249196756,67,56,34,56,0.7,56,53,58,0.7,0.6625,0.725
0,2315,145.92768551855107,62.53465664263123,42.395707507277784,16.825511444598007,4.864256183951702,2.0844885547543743,1.4131902502425928,0.5608503814866003,30,30,9,21,0.7,29,24,18,0.9666666666666667,0.8,0.6
0,2316,541.426386516936,171.44071185070624,118.2320499361876,26.86495521586862,6.767829831461699,2.1430088981338278,1.477900624202345,0.33581194019835775,79,80,74,13,0.1625,48,50,12,0.6,0.625,0.15
0,2317,712.5112445259318,116.95834885063249,103.25221332969267,104.64086280581377,8.906390556574149,1.4619793606329061,1.2906526666211584,1.308010785072672,68,72,37,37,0.4625,51,51,57,0.6375,0.6375,0.7125
0,2318,579.2133832223362,101.87420556684941,88.06551283865774,91.9403065280969,7.240167290279203,1.2734275695856176,1.1008189104832218,1.1492538316012113,75,73,65,43,0.5375,49,53,61,0.6125,0.6625,0.7625
0,2319,248.1860835841782,85.26073540990457,59.007013464074994,23.15623836319026,6.204652089604455,2.131518385247614,1.475175336601875,0.5789059590797565,40,39,39,22,0.55,30,33,18,0.75,0.825,0.45
0,232,220.58829330779056,82.32396352655687,56.17697182330063,23.33106833401955,5.514707332694764,2.058099088163922,1.404424295582516,0.5832767083504888,39,40,40,17,0.425,30,35,17,0.75,0.875,0.425
0,2320,535.7821892989866,96.71645002029844,85.3613588315728,86.72088472437663,6.697277366237333,1.2089556252537306,1.06701698539466,1.0840110590547078,79,72,71,50,0.625,54,54,55,0.675,0.675,0.6875
0,2321,230.79084476876758,82.68982816235236,53.95313768675044,22.681872908224975,5.76977111921919,2.067245704058809,1.3488284421687609,0.5670468227056243,40,40,28,19,0.475,30,9,17,0.75,0.225,0.425
0,2322,505.7381087372641,164.58933213398632,113.49609839739823,25.42770121486171,6.321726359215801,2.057366651674829,1.418701229967478,0.31784626518577136,78,80,75,8,0.1,46,56,12,0.575,0.7,0.15
0,2323,155.03389309952806,65.06912767069987,44.042410986430866,17.56720996230149,5.167796436650935,2.1689709223566624,1.4680803662143622,0.5855736654100496,30,30,9,19,0.6333333333333333,29,24,17,0.9666666666666667,0.8,0.5666666666666667
0,2324,280.5560608975079,95.93373761064883,61.96049190086947,25.126018998285424,7.013901522437697,2.398343440266221,1.5490122975217369,0.6281504749571356,40,33,31,14,0.35,30,13,16,0.75,0.325,0.4
0,2325,570.4938754080099,100.85005989756996,90.27811889990288,89.13886509362158,7.131173442600124,1.2606257487196246,1.128476486248786,1.1142358136702697,80,73,59,54,0.675,50,64,60,0.625,0.8,0.75
0,2326,466.3294040533741,156.91659509033136,108.19271586545975,23.78070395609284,5.829117550667176,1.961457438629142,1.3524089483182469,0.2972587994511605,79,79,73,11,0.1375,45,49,12,0.5625,0.6125,0.15
0,2327,519.096792721947,167.16025110778799,115.27340491976992,25.97261865606646,6.4887099090243385,2.0895031388473497,1.440917561497124,0.32465773320083074,78,80,80,12,0.15,48,54,12,0.6,0.675,0.15
0,2328,146.1563164481899,62.60804159448174,42.44540070909954,16.838797313937913,4.871877214939663,2.086934719816058,1.4148466903033179,0.5612932437979304,30,30,9,22,0.7333333333333333,29,24,14,0.9666666666666667,0.8,0.4666666666666667
0,2329,469.1740717631154,116.30133840390312,102.10991011159031,24.240813843593305,5.864675897038943,1.4537667300487889,1.2763738763948789,0.3030101730449163,40,4,40,9,0.1125,14,40,5,0.175,0.5,0.0625
0,233,531.2404077640454,96.16929864729714,85.3813557897232,85.84780468309295,6.640505097050567,1.2021162330912143,1.06726694737154,1.0730975585386617,77,64,68,39,0.4875,53,54,59,0.6625,0.675,0.7375
0,2330,306.4726615266099,100.48176043953862,65.16716462801746,29.003718363956537,7.661816538165247,2.5120440109884656,1.6291791157004365,0.7250929590989135,40,38,40,7,0.175,30,36,21,0.75,0.9,0.525
0,2331,511.14352935984255,165.75458503983793,114.30045179499189,25.610890423385648,6.389294116998032,2.071932312997974,1.4287556474373986,0.3201361302923206,79,80,72,18,0.225,49,56,12,0.6125,0.7,0.15
0,2332,697.9895833372155,120.8411001127385,110.8897964891529,96.99817512161388,8.724869791715195,1.5105137514092313,1.3861224561144112,1.2124771890201735,78,78,78,42,0.525,59,61,53,0.7375,0.7625,0.6625
0,2333,188.29454642298734,151.44372293053263,28.656420181096955,17.665931614032335,4.707363660574684,3.7860930732633156,0.7164105045274238,0.4416482903508084,40,40,37,11,0.275,39,36,18,0.975,0.9,0.45
0,2334,524.4759817834307,95.35145447600931,85.28352112696707,84.44089289577865,6.555949772292884,1.1918931809501163,1.0660440140870884,1.055511161197233,77,74,68,51,0.6375,35,1,55,0.4375,0.0125,0.6875
0,2335,243.64564412980047,84.66820291894591,55.37700769916751,23.847079961224082,6.091141103245012,2.1167050729736476,1.3844251924791877,0.5961769990306021,40,40,37,11,0.275,30,33,16,0.75,0.825,0.4
0,2336,54.60287825521622,42.087608517447826,17.783584041532993,6.581599861753367,2.730143912760811,2.1043804258723915,0.8891792020766497,0.32907999308766833,20,20,2,12,0.6,19,5,3,0.95,0.25,0.15
0,2337,248.1860835841782,85.26073540990457,59.007013464074994,23.15623836319026,6.204652089604455,2.131518385247614,1.475175336601875,0.5789059590797565,40,39,39,21,0.525,30,34,17,0.75,0.85,0.425
0,2338,59.09345840140155,44.228876863717524,18.77844742294584,6.940101567943395,2.9546729200700774,2.2114438431858763,0.9389223711472919,0.34700507839716976,20,20,2,14,0.7,19,5,4,0.95,0.25,0.2
0,2339,139.3530277747152,133.98534220742567,25.19043339401896,15.249383571257193,3.48382569436788,3.3496335551856418,0.629760834850474,0.38123458928142984,38,40,40,21,0.525,39,21,30,0.975,0.525,0.75
0,234,569.1219143970546,105.07840070763544,96.77344375456693,85.6061097141289,7.114023929963183,1.313480008845443,1.2096680469320866,1.0700763714266113,79,78,75,56,0.7,61,1,54,0.7625,0.0125,0.675
0,2340,455.07947654561735,114.08388408847752,100.17944839440194,23.689024269527714,5.688493456820217,1.426048551105969,1.2522431049300242,0.2961128033690964,40,4,40,14,0.175,9,40,5,0.1125,0.5,0.0625
0,2341,234.2574595029635,84.37075446099001,54.731884424672735,24.012960171717655,5.856436487574088,2.1092688615247503,1.3682971106168185,0.6003240042929414,40,39,39,17,0.425,30,33,19,0.75,0.825,0.475
0,2342,566.4821750037876,100.37560712747397,86.67770376306844,90.63497187433217,7.0810271875473445,1.2546950890934245,1.0834712970383555,1.1329371484291522,78,71,65,30,0.375,52,53,59,0.65,0.6625,0.7375
0,2343,455.53500684282244,114.97291099009325,100.2646829640252,23.465442221894666,5.69418758553528,1.4371613873761657,1.253308537050315,0.2933180277736833,40,4,40,12,0.15,16,40,5,0.2,0.5,0.0625
0,2344,169.9657967298553,68.9493586081098,46.74275080133858,18.77722224992976,5.665526557661844,2.29831195360366,1.5580916933779527,0.625907408330992,30,30,10,18,0.6,29,24,19,0.9666666666666667,0.8,0.6333333333333333
0,2345,146.44555110079833,62.754754348398606,42.475234231373335,16.852087159415493,4.881518370026611,2.09182514494662,1.4158411410457779,0.5617362386471831,30,30,9,20,0.6666666666666666,29,24,14,0.9666666666666667,0.8,0.4666666666666667
0,2346,543.4877453099325,101.80842583611346,93.83203853435718,83.22756330433194,6.793596816374157,1.2726053229514183,1.1729004816794648,1.0403445413041492,79,75,74,48,0.6,59,1,1,0.7375,0.0125,0.0125
0,2347,463.9591396611266,115.65380672715574,101.40341353123718,23.986122897556992,5.799489245764082,1.4456725840894467,1.2675426691404648,0.2998265362194624,40,4,42,17,0.2125,7,40,6,0.0875,0.5,0.075
0,2348,528.1279175485009,168.8841736313662,116.46522154817109,26.339244834124937,6.601598969356262,2.1110521703920773,1.4558152693521387,0.3292405604265617,78,80,73,9,0.1125,49,52,12,0.6125,0.65,0.15
0,2349,652.6094087287375,110.30797473090168,95.24389884435567,99.49086035967643,8.15761760910922,1.378849684136271,1.190548735554446,1.2436357544959553,76,67,59,42,0.525,52,54,58,0.65,0.675,0.725
0,235,558.9445002283749,174.8344328106088,120.57560464519307,27.53413958758392,6.986806252854686,2.18543041013261,1.5071950580649134,0.344176744844799,79,80,72,12,0.15,49,50,12,0.6125,0.625,0.15
0,2350,448.94198126306935,153.30754851272425,105.69718005734696,23.089724537063514,5.6117747657883665,1.9163443564090532,1.321214750716837,0.2886215567132939,79,80,73,18,0.225,46,54,12,0.575,0.675,0.15
0,2351,539.9116553173577,97.21337354656157,87.74944693783141,84.0078386734599,6.748895691466972,1.2151671693320196,1.0968680867228926,1.0500979834182487,76,80,54,50,0.625,51,52,40,0.6375,0.65,0.5
0,2352,166.2617986289647,67.98945318597592,46.09223381371671,18.478496140605845,5.542059954298823,2.266315106199197,1.536407793790557,0.6159498713535282,30,30,9,19,0.6333333333333333,29,24,15,0.9666666666666667,0.8,0.5
0,2353,534.3077491366269,100.6286353641602,92.75623056365806,82.32292268628527,6.678846864207836,1.2578579420520026,1.1594528820457257,1.0290365335785658,79,77,76,48,0.6,56,1,1,0.7,0.0125,0.0125
0,2354,222.6338148506983,62.98762045267576,48.067902973551,34.58154660248887,5.565845371267457,1.574690511316894,1.201697574338775,0.8645386650622218,40,40,38,28,0.7,35,35,29,0.875,0.875,0.725
0,2355,513.3299840091615,93.99606792778256,84.57600047295382,81.85894054866836,6.416624800114519,1.174950849097282,1.0572000059119229,1.0232367568583545,75,79,67,51,0.6375,50,1,1,0.625,0.0125,0.0125
0,2356,146.1563164481899,62.60804159448174,42.44540070909954,16.838797313937913,4.871877214939663,2.086934719816058,1.4148466903033179,0.5612932437979304,30,30,9,21,0.7,29,24,15,0.9666666666666667,0.8,0.5
0,2357,422.1456052929351,147.58690021194965,101.7379868870209,22.028612591599988,5.276820066161688,1.8448362526493707,1.271724836087761,0.27535765739499984,79,79,72,12,0.15,45,50,12,0.5625,0.625,0.15
0,2358,574.4555878561025,105.75318597488496,97.37693104669651,86.0884838202356,7.180694848201282,1.321914824686062,1.2172116380837064,1.076106047752945,80,79,76,41,0.5125,57,1,51,0.7125,0.0125,0.6375
0,2359,495.8267704834939,91.84743570326465,82.88910555555323,79.36843992421404,6.197834631043674,1.148092946290808,1.0361138194444153,0.9921054990526755,75,78,59,38,0.475,53,54,46,0.6625,0.675,0.575
0,236,174.23932134253934,70.07154744374219,47.50313308927526,19.106674938958314,5.807977378084645,2.33571824812474,1.5834377696425086,0.6368891646319438,30,30,9,18,0.6,29,24,19,0.9666666666666667,0.8,0.6333333333333333
0,2360,148.5047722481862,128.16560443529409,27.317053781167996,15.46692565559398,3.7126193062046555,3.204140110882352,0.6829263445291999,0.38667314138984954,40,40,38,9,0.225,39,20,26,0.975,0.5,0.65
0,2361,151.04366580316602,63.91891749910476,43.333830211069596,17.25389962037835,5.034788860105534,2.1306305833034918,1.4444610070356532,0.5751299873459449,30,30,10,20,0.6666666666666666,29,24,16,0.9666666666666667,0.8,0.5333333333333333
0,2362,454.18596667675286,154.44957916206445,106.48748199927714,23.283808815624496,5.677324583459411,1.9306197395258056,1.3310935249909641,0.29104761019530623,78,80,72,10,0.125,45,50,12,0.5625,0.625,0.15
0,2363,546.8640987328823,172.62262234921755,119.04571022503794,27.034732933460567,6.835801234161029,2.1577827793652196,1.4880713778129742,0.33793416166825707,79,80,72,11,0.1375,50,53,12,0.625,0.6625,0.15
0,2364,144.21748580295164,128.3330774741722,25.027607532096752,15.466360370752065,3.605437145073791,3.208326936854305,0.6256901883024188,0.38665900926880165,40,39,39,14,0.35,39,18,28,0.975,0.45,0.7
0,2365,148.7993933990621,130.68919070919046,25.31759049649347,15.518377492577017,3.7199848349765525,3.2672297677297615,0.6329397624123367,0.3879594373144254,40,39,38,20,0.5,39,17,28,0.975,0.425,0.7
0,2366,686.1420698015393,114.05483921063498,98.44886404374384,102.81271957145968,8.57677587251924,1.4256854901329372,1.230610800546798,1.285158994643246,80,63,42,54,0.675,46,52,61,0.575,0.65,0.7625
0,2367,145.92768551855107,62.53465664263123,42.395707507277784,16.825511444598007,4.864256183951702,2.0844885547543743,1.4131902502425928,0.5608503814866003,30,30,9,20,0.6666666666666666,29,24,15,0.9666666666666667,0.8,0.5
0,2368,483.36656166490945,118.23687281635549,104.02317413190676,24.875495643145282,6.042082020811368,1.4779609102044435,1.3002896766488345,0.310943695539316,40,4,40,34,0.425,9,40,6,0.1125,0.5,0.075
0,2369,590.545669849994,103.19935887984605,92.19978004158305,91.4544292590389,7.3818208731249255,1.2899919859980755,1.1524972505197881,1.1431803657379862,78,75,58,43,0.5375,53,66,57,0.6625,0.825,0.7125
0,237,590.8267138971534,103.23214811792874,92.7386021271975,90.61166848645617,7.385333923714417,1.2904018514741094,1.1592325265899688,1.132645856080702,78,70,55,39,0.4875,54,1,58,0.675,0.0125,0.725
0,2370,188.29454642298734,151.44372293053263,28.656420181096955,17.665931614032335,4.707363660574684,3.7860930732633156,0.7164105045274238,0.4416482903508084,40,40,37,20,0.5,39,35,19,0.975,0.875,0.475
0,2371,466.9663755798123,156.81253594672447,108.1194765998466,23.8781458307007,5.837079694747653,1.9601566993340558,1.3514934574980826,0.29847682288375876,79,80,72,10,0.125,44,49,12,0.55,0.6125,0.15
0,2372,6.304285413109659,12.844756694413231,8.366260263837633,1.8289994876924052,0.6304285413109658,1.284475669441323,0.8366260263837633,0.1828999487692405,10,10,9,8,0.8,9,9,3,0.9,0.9,0.3
0,2373,564.3752592461478,104.47828295963753,96.22777651063396,85.14430685501922,7.054690740576848,1.305978536995469,1.2028472063829245,1.0643038356877403,79,77,76,52,0.65,62,1,1,0.775,0.0125,0.0125
0,2374,150.45945049114658,131.1065448651949,25.194961658023974,15.721482759610717,3.7614862622786647,3.2776636216298725,0.6298740414505993,0.3930370689902679,40,35,38,21,0.525,39,17,29,0.975,0.425,0.725
0,2375,437.63847614278677,150.94037775876112,104.05977648217774,22.634948747511046,5.470480951784834,1.886754721984514,1.3007472060272218,0.28293685934388807,78,80,72,16,0.2,46,52,12,0.575,0.65,0.15
0,2376,636.2613178311611,108.45800586014359,93.65408117147953,97.86397137492571,7.953266472889514,1.355725073251795,1.1706760146434942,1.2232996421865714,73,61,61,42,0.525,41,55,58,0.5125,0.6875,0.725
0,2377,657.4389807892874,115.99032630522882,106.55678587875197,93.54665368800408,8.217987259866092,1.4498790788153602,1.3319598234843997,1.169333171100051,76,77,78,55,0.6875,60,1,58,0.75,0.0125,0.725
0,2378,145.92768551855107,62.53465664263123,42.395707507277784,16.825511444598007,4.864256183951702,2.0844885547543743,1.4131902502425928,0.5608503814866003,30,30,9,19,0.6333333333333333,29,24,17,0.9666666666666667,0.8,0.5666666666666667
0,2379,673.1077266323667,112.60590596515726,100.71234434944043,99.5656963335413,8.413846582904585,1.4075738245644658,1.2589043043680053,1.2445712041692663,68,72,35,36,0.45,50,54,46,0.625,0.675,0.575
0,238,584.088224930266,106.96236890526171,98.47531301077225,87.0171306416311,7.301102811628326,1.3370296113157714,1.2309414126346532,1.0877141330203888,79,77,73,50,0.625,56,1,1,0.7,0.0125,0.0125
0,2380,156.9913379765994,140.53036209566775,26.405394748815443,15.372154695001914,3.924783449414985,3.513259052391694,0.6601348687203861,0.38430386737504785,35,40,40,13,0.325,39,36,17,0.975,0.9,0.425
0,2381,572.8718812156933,101.1300571484256,90.29695145762443,89.70393749013542,7.160898515196166,1.2641257143553202,1.1287118932203053,1.1212992186266928,77,71,59,41,0.5125,52,46,59,0.65,0.575,0.7375
0,2382,165.84916887094863,139.97512706414727,26.53922528670978,16.189593361337295,4.146229221773716,3.499378176603682,0.6634806321677444,0.4047398340334324,40,38,38,19,0.475,39,23,30,0.975,0.575,0.75
0,2383,703.6476621293498,115.98648432724116,101.28802348321372,104.29676212435339,8.795595776616873,1.4498310540905144,1.2661002935401715,1.3037095265544174,65,62,30,45,0.5625,53,58,56,0.6625,0.725,0.7
0,2384,558.1614034096513,99.3914834967623,89.00115589177842,87.8166130078146,6.977017542620641,1.2423935437095288,1.1125144486472303,1.0977076625976825,79,74,62,38,0.475,49,1,55,0.6125,0.0125,0.6875
0,2385,151.55957056923606,64.138421633787,43.412186676392366,17.279359308443826,5.051985685641202,2.1379473877929,1.4470728892130789,0.5759786436147942,30,30,9,18,0.6,29,24,14,0.9666666666666667,0.8,0.4666666666666667
0,2386,148.02138047373,132.23062519447782,25.07403759668514,15.714604076216151,3.70053451184325,3.3057656298619458,0.6268509399171285,0.3928651019054038,37,40,35,21,0.525,39,17,28,0.975,0.425,0.7
0,2387,228.82103708689468,64.10109077603937,48.97850719639616,35.24113395231134,5.720525927172367,1.6025272694009842,1.2244626799099039,0.8810283488077835,39,40,40,25,0.625,35,38,31,0.875,0.95,0.775
0,2388,280.93342754079526,73.17588661883494,56.326660675618676,40.57568949308816,7.023335688519881,1.8293971654708734,1.408166516890467,1.014392237327204,40,40,40,31,0.775,36,37,33,0.9,0.925,0.825
0,2389,153.29020163747433,64.60294848194653,43.72673989674608,17.422984370672776,5.1096733879158105,2.1534316160648843,1.4575579965582028,0.5807661456890926,30,30,9,21,0.7,29,24,17,0.9666666666666667,0.8,0.5666666666666667
0,239,430.0859635018449,149.2213213661002,102.86834055225307,22.367036426397622,5.376074543773061,1.8652665170762526,1.2858542569031635,0.2795879553299703,78,80,72,12,0.15,45,52,12,0.5625,0.65,0.15
0,2390,214.68160185824757,79.74892500220751,52.053444234223825,21.090282776548545,5.367040046456189,1.993723125055188,1.3013361058555957,0.5272570694137136,40,40,27,13,0.325,30,33,17,0.75,0.825,0.425
0,2391,270.0102924533665,71.29899701834233,54.836797666078645,39.48982127056026,6.750257311334162,1.7824749254585583,1.3709199416519662,0.9872455317640065,40,39,40,32,0.8,35,36,32,0.875,0.9,0.8
0,2392,177.72755927997437,146.86506362806625,28.658789462971164,17.514204453933004,4.443188981999359,3.6716265907016563,0.7164697365742791,0.4378551113483251,40,40,39,19,0.475,39,18,26,0.975,0.45,0.65
0,2393,478.0596746100716,117.58477369287449,103.31277643847696,24.617477353234918,5.9757459326258955,1.4698096711609312,1.291409705480962,0.3077184669154365,40,4,40,26,0.325,6,40,6,0.075,0.5,0.075
0,2394,443.0360047496151,152.0928877676813,104.85730045790476,22.846510945090355,5.537950059370188,1.9011610970960162,1.3107162557238095,0.28558138681362943,78,80,72,9,0.1125,46,53,12,0.575,0.6625,0.15
0,2395,444.86136695160053,152.48089292028519,105.12574985183119,22.91808165841597,5.560767086895007,1.9060111615035649,1.3140718731478898,0.2864760207301996,79,79,71,10,0.125,47,51,12,0.5875,0.6375,0.15
0,2396,224.08884419638343,63.28126737132225,48.270411094301494,34.73330130135103,5.602221104909586,1.5820316842830562,1.2067602773575374,0.8683325325337756,40,40,39,28,0.7,35,37,32,0.875,0.925,0.8
0,2397,151.04366580316602,63.91891749910476,43.333830211069596,17.25389962037835,5.034788860105534,2.1306305833034918,1.4444610070356532,0.5751299873459449,30,30,10,22,0.7333333333333333,29,24,17,0.9666666666666667,0.8,0.5666666666666667
0,2398,531.2404077640454,96.16929864729714,85.3813557897232,85.84780468309295,6.640505097050567,1.2021162330912143,1.06726694737154,1.0730975585386617,77,64,68,44,0.55,49,55,57,0.6125,0.6875,0.7125
0,2399,665.9484693305812,117.01594030636869,107.47531677863316,94.28163074006082,8.324355866632265,1.4626992538296086,1.3434414597329145,1.1785203842507603,76,77,79,46,0.575,59,1,56,0.7375,0.0125,0.7
0,24,506.45761343755134,164.88120156111904,113.69657968519658,25.40969212547991,6.330720167969392,2.061015019513988,1.4212072460649572,0.3176211515684989,79,80,76,6,0.075,51,51,12,0.6375,0.6375,0.15
0,240,575.5325622364866,101.4429753090776,90.89811620597676,89.5277762193338,7.1941570279560825,1.26803719136347,1.1362264525747094,1.1190972027416726,77,74,61,43,0.5375,51,1,51,0.6375,0.0125,0.6375
0,2400,504.78043135632424,92.94972686700297,84.02147066936055,80.37333964902821,6.309755391954053,1.161871585837537,1.050268383367007,1.0046667456128526,78,80,61,33,0.4125,52,1,45,0.65,0.0125,0.5625
0,241,171.34925075693636,143.37737627275305,27.94206904418204,17.08086959471084,4.283731268923409,3.5844344068188265,0.6985517261045511,0.42702173986777103,40,40,38,19,0.475,39,18,30,0.975,0.45,0.75
0,242,211.0544159189288,79.18488554721655,53.7378545774892,21.93005551203387,7.035147197297627,2.6394961849072183,1.7912618192496401,0.731001850401129,30,30,9,19,0.6333333333333333,29,24,19,0.9666666666666667,0.8,0.6333333333333333
0,243,58.04983417277019,43.71746469879645,18.314363748940018,6.993283208371498,2.9024917086385096,2.185873234939822,0.9157181874470008,0.3496641604185749,20,20,2,15,0.75,19,6,3,0.95,0.3,0.15
0,244,153.29020163747433,64.60294848194653,43.72673989674608,17.422984370672776,5.1096733879158105,2.1534316160648843,1.4575579965582028,0.5807661456890926,30,30,9,19,0.6333333333333333,29,24,15,0.9666666666666667,0.8,0.5
