,Al CN Avg,Al CN Max,Al CN Min,Al-Al NN1 BL Avg,Al-Al NN1 BL Max,Al-Al NN1 BL Min,Al-Ga NN1 BL Avg,Al-Ga NN1 BL Max,Al-Ga NN1 BL Min,Al-In NN1 BL Avg,Al-In NN1 BL Max,Al-In NN1 BL Min,Al-O NN1 BL Avg,Al-O NN1 BL Max,Al-O NN1 BL Min,Ga CN Avg,Ga CN Max,Ga CN Min,Ga-Al NN1 BL Avg,Ga-Al NN1 BL Max,Ga-Al NN1 BL Min,Ga-Ga NN1 BL Avg,Ga-Ga NN1 BL Max,Ga-Ga NN1 BL Min,Ga-In NN1 BL Avg,Ga-In NN1 BL Max,Ga-In NN1 BL Min,Ga-O NN1 BL Avg,Ga-O NN1 BL Max,Ga-O NN1 BL Min,In CN Avg,In CN Max,In CN Min,In-Al NN1 BL Avg,In-Al NN1 BL Max,In-Al NN1 BL Min,In-Ga NN1 BL Avg,In-Ga NN1 BL Max,In-Ga NN1 BL Min,In-In NN1 BL Avg,In-In NN1 BL Max,In-In NN1 BL Min,In-O NN1 BL Avg,In-O NN1 BL Max,In-O NN1 BL Min,O CN Avg,O CN Max,O CN Min,O-Al NN1 BL Avg,O-Al NN1 BL Max,O-Al NN1 BL Min,O-Ga NN1 BL Avg,O-Ga NN1 BL Max,O-Ga NN1 BL Min,O-In NN1 BL Avg,O-In NN1 BL Max,O-In NN1 BL Min,O-O NN1 BL Avg,O-O NN1 BL Max,O-O NN1 BL Min,id,xx,xy,xz,yx,yy,yz,zx,zy,zz
0,,,,,,,,,,,,,,,,5.0,6.0,4.0,,,,3.391301492622329,3.555905963328815,3.309467039587228,3.449359614262543,3.64461608546178,3.2462313467212045,2.0273244344442176,2.1327827631935063,1.939476657382981,5.0,6.0,4.0,,,,3.4272397822186353,3.574238463649173,3.3729469056492514,3.4519533786112215,3.564397149545827,3.3418875015776153,2.0751178292763273,2.132782840551475,2.017442040558697,3.6666666666666665,5.0,3.0,,,,2.1311110826567643,3.61461645355578,1.8941636664339585,2.3343514512567958,3.9213204317831503,1.894174893573319,3.038289999520252,3.0917138133496587,2.982260845609227,1966,10.6601181,-0.04678968,-0.06141627,0.03976514,9.11495728,-0.03144429,0.05628174,0.03369213,9.73397623
0,,,,,,,,,,,,,,,,4.545454545454546,6.0,4.0,,,,3.4308575092985154,3.4788150913867204,3.3589690120065434,3.503663552677765,5.025198130754001,3.1719776500244268,1.9660385672415905,2.076685725084682,1.9245458830504316,6.0,6.0,6.0,,,,3.408567206258392,3.4255218098169395,3.3407487920242045,3.614756395302158,5.275940260365536,3.1994604290363142,2.076685725084682,2.0766857250846824,2.076685725084681,3.3333333333333335,4.0,3.0,,,,1.9657178262222066,2.1124911316641035,1.9005251085213466,2.595831366038736,4.864784556127918,1.9657476068413362,2.9972319755569288,3.027661499679139,2.938127626073565,1967,24.83906374,2.671e-05,-0.08457276,-1.407e-05,6.3439553,-2.054e-05,-1.53423895,-6.68e-06,6.00420966
0,6.0,6.0,6.0,3.924237074350109,4.709553219394499,3.1389209293057196,3.2671016382156974,3.275647018809697,3.258556257621699,,,,2.017174000393542,2.0171740003935423,2.017174000393542,4.857142857142857,6.0,4.0,4.149896474858387,6.3847985736844555,3.066754420018754,3.3186680816351073,3.3559781949072196,3.2585562576216995,,,,1.9285886197248814,2.0171740003935428,1.8621495842233828,,,,,,,,,,,,,,,,3.3333333333333335,4.0,3.0,3.6703725527269717,7.864323701298932,1.9554644749334273,1.9368249001741253,2.0256422574896082,1.8577940522329461,,,,2.9149988453334905,2.943340029562182,2.8599552406462245,1968,24.79167394,3.259e-05,-0.05247849,-2.145e-05,6.13350884,1.2e-07,-1.37413312,-3.25e-06,5.68800895
0,5.555555555555555,6.0,4.0,3.0532784484281073,3.410720390652562,2.8770960623608253,3.224203673283349,3.41725733608156,2.890283097337495,4.062718717963061,5.741420584045726,3.321008475287858,1.959002213594817,1.9951356100755684,1.8328723605330033,5.0,6.0,4.0,3.231714056513882,3.3974905229341843,3.075938471677415,3.322490022777446,3.4597386016174703,3.0976407245745974,4.883445692563874,6.6728910689828425,3.3304617071136597,1.9138403600213534,1.9950648985054709,1.8328723604443362,4.0,4.0,4.0,3.3863369799959933,3.3863369799959933,3.3863369799959933,3.4147332093983653,3.4147332093983653,3.4147332093983653,,,,1.8328723604443367,1.8328723604443367,1.8328723604443367,3.5,4.0,2.0,2.0306786569639663,3.4989678622633145,1.8361791408885595,2.0462026992138864,3.4486029061981363,1.826061521260222,4.3520712459786495,7.313543764536328,1.8260615212602216,2.8601290118774876,2.879060946471591,2.853727797720809,1969,9.84507928,-0.03088426,-0.09415694,4.93168395,2.89270344,-0.03980276,-0.18630358,-0.03541163,14.12318071
0,5.142857142857143,6.0,4.0,3.3593144569537197,3.5526203471244076,3.1649477477220467,3.4652442711373896,4.3131063042052515,3.2473457433169677,3.3234830544126788,3.517761498472025,3.2146367250961605,2.0221072517894885,2.093261461365168,1.903545104458441,4.333333333333333,6.0,4.0,3.4021811125325656,3.5031891828141157,3.339556458312596,3.453149807132437,4.227201006872097,3.1771672635502006,3.4051230584313976,3.574162239488734,3.319637909596048,1.9479005136684417,2.0932593243226054,1.903545104458441,5.166666666666667,6.0,4.0,3.3034365243646504,3.376599354428485,3.1469254501736876,3.3638197792103326,3.4772080084040318,3.0980896601673997,3.3877419475990904,3.573214854818501,3.21896362797526,2.01968783863764,2.0932616383423626,1.9035463627556237,3.6666666666666665,5.0,3.0,2.173308901394888,3.717937201164666,1.8704379387421328,2.847678951526037,4.861928678524423,1.858468157517947,2.286309925402558,3.971058941195652,1.8584503994259163,2.982053393804037,3.034543947161749,2.9269949836359825,197,10.4557026,-0.0300804,-0.04681967,0.0255138,8.94060234,-0.0247078,0.04281786,0.02593561,9.56705806
0,5.142857142857143,6.0,4.0,3.165049840992026,3.2885794348805257,3.113335462333177,3.3055896005650425,4.003963389610745,2.993381876546096,,,,1.9106655551451113,1.9782124224188447,1.7987113867775628,4.0,4.0,4.0,3.1972017315465684,3.19721065390756,3.1971928091855766,6.232711005167825,6.232711005167825,6.232711005167825,,,,1.7987073970882999,1.798708721279583,1.7987060728970166,,,,,,,,,,,,,,,,3.6666666666666665,5.0,3.0,1.9249645720031687,2.11127869042786,1.7983135437307567,2.8799156079051493,4.146452600946945,1.7609656949787342,,,,2.7964223724274166,2.847482942945664,2.741069796057345,1970,4.91763943,-0.01885004,-0.01315851,0.03217237,8.45154345,-0.00568434,0.02394674,0.00523362,9.08205731
0,6.0,6.0,6.0,2.968455977925463,3.495420948121384,2.7159286552147943,3.0466744309680243,3.590446531016757,2.7159286552147943,,,,1.9641301283290353,1.9641301381048992,1.9641301035946321,6.0,6.0,6.0,2.7928009832188976,2.792800987860156,2.792800978577638,3.590446515727096,3.5904465157270966,3.5904465157270957,,,,1.9641301208495117,1.9641301381048992,1.9641301035946321,,,,,,,,,,,,,,,,4.0,4.0,4.0,1.9641301291600932,1.9838127979165783,1.9443905750796073,1.9641301258358612,2.0232449181267955,1.905083583838305,,,,2.71724889999151,2.7172574087339236,2.7172411788930946,1971,4.89467762,0.01430298,0.00017024,-2.45967064,4.23145744,-0.00292318,-0.00321145,0.01016064,13.29304095
0,4.571428571428571,6.0,4.0,4.1130638269160364,4.570435770570085,3.5201230263667354,3.7554153828579,5.6201788786271845,3.2511014382310126,3.4664590036555594,3.6481411836439537,3.299203561089915,2.045340497884743,2.1215894195591583,1.967460492395785,4.8,6.0,4.0,3.422974586132611,3.461097871702625,3.393926232794739,3.716375587277178,4.570424249676395,3.4434170676662825,3.4809288926149966,3.5921644586549504,3.355567172128448,2.069065049575751,2.163392551883876,1.9674610619619486,5.2,6.0,4.0,3.5084316154728485,4.425241868549918,3.267748227933444,3.709135930753579,5.493353764899233,3.207824988818712,3.4611327315289353,3.6316849965998435,3.326437894141303,2.0864146226717617,2.1633935072819823,1.9674598553773133,3.6666666666666665,5.0,3.0,2.6514298259853013,4.984872936887459,1.92423048206381,3.2389473977477974,5.301773511202233,1.9242310570025096,2.1368596754552867,3.9056639024152693,1.9242656017698299,3.081994508283493,3.136099278047149,3.0252868564459128,1972,10.83524917,-0.02221574,-0.05805533,0.01869954,9.23758244,-0.03626735,0.05315463,0.03844419,9.8625722
0,4.923076923076923,6.0,4.0,3.329329539677997,3.456395919160919,3.242319266254917,3.352949505154391,4.013289308856503,3.087973140051419,3.682535821944176,5.160082330600192,3.123035643846921,1.9466722268770293,2.027443824733717,1.8774394287141538,4.5,6.0,4.0,3.3397376192684516,3.5149787681760705,3.2309431457009468,3.4803680753974304,4.335855360868104,3.0879731400514183,3.539689720487481,6.075666291341804,3.087973140051419,1.9149405277190448,2.027443824733717,1.8774394287141538,6.0,6.0,6.0,3.304320991504198,3.339234279507239,3.254257351269593,3.3273688985399907,3.3966653924584156,3.2761312706790844,3.5772394127797935,6.302462026377028,3.1142686738319396,2.027443824733717,2.027443824733717,2.0274438247337163,3.3333333333333335,4.0,3.0,2.3836213666872053,4.7836287988774755,1.8564897113576375,2.2558768031998593,3.962594729607778,1.8564897113576373,2.879000778631226,4.6572942875274075,1.9353136702625837,2.9274386659397424,2.956555557880596,2.8701715723777985,1973,24.44165724,1.285e-05,-0.01651968,-1.862e-05,6.17594628,3.039e-05,-1.49449624,-3.59e-06,5.82953208
0,5.090909090909091,6.0,4.0,3.2824900788897167,3.4517738989181628,3.098682317080635,3.3007153975803494,3.4785644897057253,3.1939175167006066,3.375025007193748,4.2436040168815135,3.032185045726363,1.982302542461216,2.0576620630793,1.8710472260102422,5.0,6.0,4.0,3.2931422282334593,3.5552720266298814,3.17976212605829,3.290664501101091,3.5135538981012164,3.134022778882094,3.358931773439604,3.8618027259905463,3.098625588731592,1.9730306523132786,2.0576620630793006,1.8710449309552541,4.8,6.0,4.0,3.288390904551774,3.3744054067637554,3.074753224086426,3.304986163343078,3.3358253850612156,3.2585308376828435,3.5839118849024674,5.110874327181082,3.119482877561471,1.952634830057016,2.057661452229357,1.8710449309552544,3.6666666666666665,5.0,3.0,2.3414183629075818,4.054063821782048,1.8241628273660233,2.1251354728762397,3.713140290291749,1.8241932404060115,2.9588188092835694,4.734346727093901,1.8241628273660224,2.9312667907936407,2.982953501768113,2.8770188269366277,1974,10.25683445,-0.04785285,-0.04650232,0.04076511,8.79438681,-0.01898394,0.04254875,0.0200462,9.41727807
0,5.0,6.0,4.0,3.2608595040473594,3.42289264884296,3.174843150671974,3.6601055183365956,6.251214831333551,3.0324152676450096,3.2875118617850605,3.4408634138458485,2.9947770110248606,1.9647824806558318,2.0511450850488484,1.8651746857990443,4.5,6.0,4.0,3.321546229051612,3.3293040884068716,3.3108658053302555,3.17990766257858,3.2498263888268046,3.1099889363303554,3.2854710095679245,3.327903846276806,3.24177011963196,1.930375223277647,2.051142478861738,1.8651763701672608,5.25,6.0,4.0,3.26276857296298,3.3330703414599507,3.1256624270398468,3.4919289930773805,5.040781929846799,3.0324566016659724,3.253758926592185,3.4084193213336116,3.089331951321428,1.9900417603874159,2.0511450850488493,1.8651763701672597,3.6666666666666665,5.0,3.0,2.0490679569834542,3.700070209408537,1.8192136945331465,3.2385222859185663,5.148286102179773,1.8191737708602485,2.564085995304194,4.746534728623383,1.819182770470119,2.92204719701131,2.97356447161113,2.86798640983313,1975,10.22942655,-0.03102894,-0.0385953,0.02637606,8.76097748,-0.01772507,0.03524522,0.01829623,9.38949417
0,5.0,5.0,5.0,7.030027179320843,7.030027179320843,7.030027179320842,3.400790035752741,3.400790035752741,3.4007900357527405,,,,1.8856324932270319,1.8856324932270323,1.8856324932270314,5.571428571428571,6.0,5.0,3.542247964873963,4.734545675005499,3.1717431383328742,3.3990377958761586,3.4294208979302248,3.367992941581566,,,,2.0096829431302305,2.1027207902056126,1.8856324932270314,,,,,,,,,,,,,,,,3.6666666666666665,4.0,3.0,3.1314549031191317,4.081383581512612,1.8311247222803193,1.9952922681063532,2.102720790205614,1.8311990321789238,,,,2.8654199491818204,2.8736144722236623,2.849030914467994,1976,6.34277259,-0.08680782,0.03896686,-3.09591948,5.53679907,-0.0089739,-0.15029311,-0.04776537,24.00430525
0,6.0,6.0,6.0,3.3646621896923654,3.464508246204242,3.227820022369175,3.3297928052668606,3.585201155107246,3.1352143657372635,3.351704992639178,3.585137359442307,3.1242969408318033,2.0370561971637655,2.0457337389971344,2.0196992673211507,6.0,6.0,6.0,3.3599346298016886,3.5875502093333176,3.2376488366971845,3.3434154630024615,3.592401716502213,3.1365908165239986,3.417633874869641,3.5780104356251954,3.318156749060892,2.0424748336210214,2.045734764011154,2.0196992673211507,6.0,6.0,6.0,3.352865518395113,3.456839168476751,3.2651081034616283,3.4405877659271855,3.5924450837306847,3.237735735339243,3.31262832116654,3.4369620921431796,3.1353439377776726,2.0399513007567407,2.045734764011154,2.0197176246226243,4.0,4.0,4.0,2.3157538247116434,4.083505491337077,1.9933241162265922,2.792602016056947,4.632922014026069,1.9932813402783132,2.5958048822365587,4.301178330674052,1.993281520514928,2.837186142139231,2.837197100041814,2.83717481564557,1977,9.45658198,0.01829483,-0.02093095,-0.01785818,9.45622794,0.0152488,0.02047051,-0.01563137,9.45632824
0,6.0,6.0,6.0,2.9504307108192585,3.07529770238669,2.837676097423132,3.089956658777504,3.590446523371927,2.7915394964324505,,,,1.966707473317854,1.9667074838649137,1.9667074506519342,6.0,6.0,6.0,3.004936357549554,3.029161086371875,2.9807116237191877,3.760581550708178,5.419717721860479,2.8838126834256146,,,,1.966707469501718,1.966707483864914,1.9667074551385222,,,,,,,,,,,,,,,,4.0,4.0,4.0,1.966707473991124,1.990050361418018,1.9433078768183585,1.9667074742894495,2.036723796904073,1.8967511262580057,,,,2.7112977866059493,2.711305804508558,2.711290140932963,1978,4.89467762,0.01430298,0.00017024,-2.45967064,4.23145744,-0.00292318,-0.00321145,0.01016064,13.29304095
0,6.0,6.0,6.0,3.408727604731365,3.612395163490473,3.29913448509773,3.3731882500401724,3.4560483129692905,3.1471453749994787,3.3876196541498036,3.460954096877416,3.232794306223736,2.0523095538478433,2.057072493516492,2.0308885226616376,6.0,6.0,6.0,3.5169500327124843,5.170705632021178,3.158260793591491,3.376086438204087,3.5184982676648398,3.25563693326012,3.4066293529966636,3.6123360462124254,3.1499808900852537,2.0483482700511764,2.057072493516492,2.030911635588567,6.0,6.0,6.0,3.37142806375186,3.460861562718937,3.242385297878145,3.3698354139541413,3.4951268516461695,3.141516679943182,3.328791539025578,3.483726336215281,3.1415229781449945,2.0512478652595743,2.0570696307696843,2.030888522661638,4.0,4.0,4.0,2.383437982282403,4.509105013252043,2.004317329173273,2.4216153712161472,4.738545111000775,2.0043466114124597,2.5392704920786087,4.244349153428418,2.004332929616128,2.852908412773255,2.852920017062929,2.8528960224001305,1979,9.50895826,0.0175832,-0.0205541,-0.01700427,9.50870844,0.01539318,0.02005335,-0.01586434,9.50868424
0,6.0,6.0,6.0,3.334655910798684,3.4811978492068008,3.1966780396169434,3.342863878015773,3.5720981182256537,3.110853159737148,3.352106419482425,3.576712957313449,3.110692035945223,2.030424145457676,2.0369050001133435,2.0109999482834486,6.0,6.0,6.0,3.3438057952752898,3.404432481801947,3.2719408709677427,3.3635897867528772,3.5769891949237125,3.1107120605281144,3.3958660646922105,3.5768568083296244,3.2137932185239455,2.0304213680205354,2.0369039805897766,2.010981369414615,6.0,6.0,6.0,3.3631482748583887,3.421852192729144,3.291475403568706,3.3171122785277287,3.449591356126003,3.1271661159420345,3.292215612821889,3.4269363206256087,3.1271179626588594,2.0304234900149165,2.0369050001133435,2.010981369414615,4.0,4.0,4.0,2.070560242121545,3.9973176708437417,1.9846753297693438,2.5543676794299177,4.175775229164015,1.984676827631309,2.7052989858154795,4.199049004478045,1.9846753297693454,2.8249401213517404,2.8249514172756482,2.8249282386824923,198,9.41577657,0.01946398,-0.02235364,-0.01902537,9.41539869,0.01574903,0.02187959,-0.01613777,9.41550079
0,3.6666666666666665,4.0,3.0,3.235409864133104,3.343435750547373,3.127383977718835,3.3715302739399178,3.4701153693186977,3.3179981213911587,4.7844890781583675,6.313678973288969,3.3552918143013253,1.9598032675925972,2.005315493355354,1.868778816067084,3.25,4.0,3.0,3.343494787849774,3.4318408509795737,3.2807044284809908,3.6736289671018145,4.336261993402157,3.349363782424348,3.7785218743920437,5.3625633408209765,3.127383977718836,1.9029129853891518,2.005315493355354,1.868778816067084,4.0,4.0,4.0,3.3552918143013253,3.3552918143013253,3.3552918143013253,3.250508052249067,3.250508052249067,3.250508052249067,,,,2.0053154933553543,2.0053154933553543,2.0053154933553543,2.3333333333333335,3.0,2.0,2.5213020861726734,4.417955098772263,1.8658546294303733,2.1577201732461666,3.473127143285939,1.849462168209867,3.7607733391934537,6.105546673782174,1.9419048153775451,2.877298516785474,2.91846112485448,2.814622283736982,1980,12.24944121,8.76e-06,-0.00889208,-1.02e-05,3.06618266,1.412e-05,-1.44491908,-2.95e-06,5.74955307
0,5.357142857142857,6.0,5.0,3.5206001081762253,3.614977114167732,3.4248673615262724,,,,3.516347919018756,3.5672259446622054,3.4248673615262724,2.0405389827703164,2.192380645357931,1.95618250828512,,,,,,,,,,,,,,,,5.611111111111111,6.0,5.0,3.5235874580856015,3.6150169777458037,3.4009067283987466,,,,3.5227852627685525,3.6148661677914133,3.4720532398473747,2.10052579771855,2.192380645357931,1.95618250828512,3.6666666666666665,4.0,3.0,2.294649285201539,4.324462937078138,1.921984418026129,,,,2.131489554575404,3.061639301381026,1.9219844180261287,2.979026948704691,2.987280251790618,2.962520383353377,1981,6.65647362,0.16232656,0.03116612,-3.467979,5.68342192,0.03823851,-0.11309474,-0.24265348,24.49165128
0,6.0,6.0,6.0,2.81568503345902,3.0625487372601983,2.69894233815327,3.5921215554690678,5.4316691947259566,2.69894233815327,,,,1.9489911583130877,1.9489911700127862,1.9489911356218608,6.0,6.0,6.0,2.772311365163065,2.772311369740896,2.772311360585234,3.906010719310976,3.906010719310976,3.906010719310976,,,,1.948991155120821,1.9489911700127862,1.9489911402288556,,,,,,,,,,,,,,,,4.0,4.0,4.0,1.9489911580964194,1.9687049892970923,1.929198635944098,2.6098208940371106,3.93187636722705,1.8898961336533842,,,,2.697255964835721,2.6972629835707655,2.6972500856770605,1982,4.85342882,0.01026583,-1.413e-05,-2.43560772,4.19779045,-0.00175649,-0.00333142,0.00722324,13.20990372
0,6.0,6.0,6.0,3.272117370994176,3.354187416587413,3.1714318241560715,,,,3.68175168690064,6.031310836699968,3.0491637284630744,1.9916842816256166,1.9965722087029063,1.9711674427861308,,,,,,,,,,,,,,,,6.0,6.0,6.0,3.312653272826607,3.3923111577766676,3.2705804973828116,,,,3.193286203653333,3.2745349174991247,3.0572706375557654,1.98387120192626,1.9965722087029063,1.9711674427861305,4.0,4.0,4.0,1.9909868311385466,2.022155309987065,1.9454113957956771,,,,3.0637609743624314,5.656211215871516,1.9453960599148619,2.7690041123576865,2.76901479188722,2.7689932149946426,1983,9.22941318,0.02322553,-0.02595272,-0.02306757,9.22877919,0.01646074,0.02553208,-0.01668464,9.22913388
0,2.0,2.0,2.0,,,,3.5606993116566805,3.5606993116566805,3.5606993116566805,3.5606993116566814,3.5606993116566814,3.5606993116566814,2.143248339763471,2.143248339763471,2.143248339763471,2.5,3.0,2.0,4.809362385258636,6.058025458860592,3.5606993116566805,3.560958683310718,3.560958683310718,3.560958683310718,4.950742346996375,6.340526010682031,3.5609586833107176,2.045773557977931,2.1435133495691785,1.9480337663866836,3.0,3.0,3.0,3.5606993116566814,3.5606993116566814,3.5606993116566814,3.5609586833107176,3.5609586833107176,3.5609586833107176,,,,1.9480337663866838,1.9480337663866838,1.9480337663866838,1.6666666666666667,2.0,1.0,3.5082959606302624,5.352626812697022,2.143248339763471,2.6687998112043734,4.917325186989379,1.8724598083310469,3.524712060413956,6.3404171528655064,1.8724598083310469,2.753933974640297,2.7663100728311436,2.7292508690300377,1984,3.24335786,0.00786359,0.01727868,-1.62821237,2.80499299,0.00601507,-0.06517186,-0.06597104,12.11569603
0,,,,,,,,,,,,,,,,5.428571428571429,6.0,5.0,,,,3.448830270334312,3.516385325890652,3.3683535038204466,5.242421441022722,9.561632840168343,3.2389175891480324,2.0134752216171465,2.141835157899624,1.917205273078959,6.0,6.0,6.0,,,,3.4817250939521287,3.481725098663258,3.4817250892409985,3.238731670224563,3.238731670224563,3.238731670224563,2.141835153001395,2.1418351578996235,2.141835148103166,3.6666666666666665,4.0,3.0,,,,2.017037975491349,2.1033968503053515,1.8699541701165743,4.624754734694662,9.65658008978851,2.1417057357996545,2.9156518397568774,2.923894505454229,2.8991665097852066,1985,6.47577032,-0.14612407,0.02403842,-3.110636,5.68167883,0.00180836,-0.09419184,-0.05691075,24.25944444
0,5.130434782608695,6.0,4.0,3.2515216455980656,3.371829839340852,3.1828626083093647,3.9687033026770755,6.82112490561596,3.026044990218726,3.4659582742322432,5.402343493889852,3.0260449902187263,1.9266418768308708,1.991078781315827,1.8428739010004267,4.5,6.0,4.0,3.2295531310876027,3.2499883707095685,3.190709350215967,4.126679126630035,6.220179078405046,3.2362138280389106,3.3832341300041207,3.6214777907044877,3.292609369207802,1.879925121079277,1.9910787813158262,1.842873901000427,4.8,6.0,4.0,3.244631033096078,3.3047997742923485,3.163603222079883,4.360092226763578,6.821124905615958,3.292609369207805,3.465929188252445,4.271993897233452,3.236213828038914,1.9021558531265872,1.9910787813158268,1.8428739010004271,3.3333333333333335,4.0,3.0,1.930858743083106,2.0846987540130915,1.8236438407203277,3.495785236314406,7.286549198670297,1.8236438407203277,2.92365417821871,4.811215274427052,1.8236438407203281,2.875886176324574,2.904107711843519,2.8199116413310423,1986,24.13342132,1.85e-06,0.03545071,-2.191e-05,6.05208998,6.939e-05,-1.46893772,-1.31e-06,5.70406145
0,5.363636363636363,6.0,5.0,3.8187150908242176,6.763526736260078,3.485427382967802,4.029890869082905,6.437242942774579,3.3437179924917744,3.559445906232605,3.627129015760371,3.4852759057230753,2.050022850748739,2.2012839453009763,1.9635879565617813,5.333333333333333,6.0,5.0,3.4761303424474046,3.6271474358724363,3.3440092569247155,6.6173539335800085,9.986679008007247,4.932691396366388,3.556861163308827,3.626946754865993,3.45707385244051,2.04281995280818,2.2012839453009763,1.9635879565617813,5.611111111111111,6.0,5.0,3.5321074285178673,3.6275332377737275,3.3437179924917744,4.246408564225872,7.252961461500341,3.343944631737711,3.521413591559531,3.6271418748932467,3.457234334545062,2.108846605337563,2.2012839453009767,1.9635879565617813,3.6666666666666665,4.0,3.0,2.6038299297705287,4.393428534892609,1.93048402367631,3.787714029876557,7.25303852473173,1.93048402367631,2.2853679503786197,4.539228700358207,1.93048402367631,2.990661525737103,2.9989326889815664,2.97411923075808,1987,6.6869867,0.10703468,0.02480427,-3.43521094,5.73756507,0.03837862,-0.09003146,-0.22618199,24.56244917
0,6.0,6.0,6.0,2.9757944736498922,3.0723964821857566,2.879192465114029,3.1252497045105243,3.1896545445265425,3.060846134337094,,,,1.9970084241814507,1.9970091502259457,1.9970062490557072,6.0,6.0,6.0,3.166155911507268,3.482047986340171,2.9321324390814594,3.038070943267149,3.0988040311815563,3.0022130051539984,,,,1.9970080619220327,1.9970091502259457,1.9970062490557068,,,,,,,,,,,,,,,,4.0,4.0,4.0,2.5031362525849463,3.9398087912541198,1.9272351926152755,1.9866844554120202,2.06678017036549,1.9272351926152755,,,,2.8035123528469814,2.8035215323376415,2.8035020654810117,1988,9.95435046,0.04475453,0.00107793,-2.50779647,4.29879141,-0.00525655,-0.0029715,0.01603542,13.45931542
0,6.0,6.0,6.0,2.900462977373503,3.6521071430774446,2.745614545247631,4.6324803480869425,6.840906558979811,2.907995648659897,4.1985191824722055,6.294841506938859,2.8268050874868864,1.9888890424933814,1.988889054515856,1.9888890199191998,6.0,6.0,6.0,3.1277613132696676,3.1277613132696676,3.1277613132696676,,,,2.74561454524763,2.74561454524763,2.74561454524763,1.9888890501044756,1.9888890501044756,1.9888890501044756,6.0,6.0,6.0,2.977283192164678,3.1277612873755904,2.826805096953765,4.247195463203411,5.7487763811591925,2.7456145452476304,3.6352379787649056,3.6352379787649056,3.6352379787649056,1.9888890372170678,1.9888890501044758,1.9888890243296597,4.0,4.0,4.0,1.985611116812592,2.0085843708366022,1.9297972410196567,3.8654727825785136,6.10134940497664,1.9297031140026573,3.2253624553160836,5.829883805210388,1.9297031140026568,2.750405548014088,2.7504136746100043,2.7503990766009885,1989,4.96038924,0.02041248,0.00254327,-2.49785896,4.28531755,-0.00519635,-0.00982601,0.0136759,13.43833152
0,6.0,6.0,6.0,3.325504228638362,3.451673557192996,3.2123702821398665,3.311576682411006,3.5486364563459856,3.1006286041754874,3.3323866765680585,3.5556384409462445,3.0924136958963606,2.0184708825328768,2.024914481789349,1.9991403397490812,6.0,6.0,6.0,3.3149317451369678,3.37126692400624,3.242126693204795,3.380842607322829,3.550992937810461,3.2530696919893383,3.26379474707029,3.5558044320502,3.0924193139638976,2.0197561643225446,2.0249127841214087,1.999140339749081,6.0,6.0,6.0,3.3389535709257117,3.3825267347574104,3.284354437205978,3.224807575900186,3.4012917805454634,3.092470057103731,3.3723348205344976,3.551069396471592,3.24764536732607,2.016323961174568,2.0249112066928556,1.9991619221808223,4.0,4.0,4.0,2.056548990507152,3.8208498761946807,1.9730267987523282,2.3683136759981074,4.025507552214429,1.9730061926830662,2.9301579975253365,4.958981532348836,1.9730061926830686,2.8083094207067614,2.808321715536728,2.8082958840643975,199,9.36035389,0.02144645,-0.02501059,-0.0209328,9.35998044,0.01682167,0.02448919,-0.01726706,9.36002389
0,6.0,6.0,6.0,3.423027407337121,3.496082025892292,3.3065106303465823,3.5358404572159468,5.238983443193279,3.1831446181197767,3.4249483549624706,3.5131437821673557,3.34763861733164,2.075375611647237,2.0842155776145623,2.0576949388618524,6.0,6.0,6.0,3.3703046910680947,3.537562192573896,3.18306734612179,3.827791417224453,5.32229954419107,3.1997845022475717,3.4476747143326736,3.659941161132955,3.3681829587891965,2.0797953909626137,2.084215577614563,2.0577108634223626,6.0,6.0,6.0,3.425440667470917,3.552779230423174,3.2985812325388055,3.3880071158304474,3.6550701330029196,3.1830173495770024,3.4103557137506972,3.5412058215613786,3.1998864985405553,2.078531166532675,2.0842152589379666,2.057694938861853,4.0,4.0,4.0,2.3141332724296464,4.042281045611005,2.030786520144917,2.84165947279608,4.948967101149135,2.0307925808267693,2.2391847975118986,4.148625584773022,2.0307865201449156,2.890556322462197,2.8905652685228675,2.890548247486454,1990,9.6344209,0.01280493,-0.01400593,-0.01244918,9.63413395,0.01267547,0.01363366,-0.01298288,9.63428749
0,6.0,6.0,6.0,3.4157051321637604,3.542347999104662,3.2765444289337773,,,,3.4237613893586496,3.5142645747780414,3.2861673147081847,2.0798964303748364,2.0848708281390103,2.0583567769588087,,,,,,,,,,,,,,,,6.0,6.0,6.0,3.4289365089626322,3.5794710321249887,3.3574238623283232,,,,3.4196620312166734,3.5386763840685758,3.2719680146362027,2.0765805545492233,2.0848708281390103,2.0583473563790147,4.0,4.0,4.0,2.1601682902141106,4.014786074979217,2.0314539118082795,,,,2.1553518962843046,4.030083695291842,2.031440893818443,2.891465703333045,2.8914730020458155,2.8914585490928646,1991,9.6374673,0.01153409,-0.01172583,-0.01139566,9.6370717,0.01145846,0.01144122,-0.01162062,9.63740839
